Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2019-09-20;VINSI;Conformité DRM;1;TMA
2019-09-23;Aurouze;Modification passage;1;TMA
2019-09-23;Aurouze;Ordre produits;2,5;TMA
2019-09-24;Aurouze;Societes suspendues;1;TMA
2019-09-24;CIVA;DRM;1,5;TMA
2019-09-25;VINSI;Import CSV;2;TMA
2019-09-25;VINSI;Conformite douane;0,5;TMA
2019-09-25;VINSI;Entreprise liee;1,5;TMA
2019-09-26;IVBD;Problème arbre produit;1,5;TMA
2019-09-26;VINSI;Entreprise liee;0,5;TMA
2019-09-26;IVBD;Annulation contrat;0,5;TMA
2019-09-27;VINSI;Comparaison XML;1;TMA
2019-09-27;VINSI;Conformite DRM;1;TMA
2019-09-27;IVBD;Modification contrat;0,5;TMA
2019-09-27;VINSI;Conformite DRM;2;TMA
2019-09-27;CIVA;Code Creation;0,5;TMA
2019-09-30;VINSI;Fine tuning;7;ODG
2019-09-11;VINSI;odgloire drev pdf;5,5;ODG
2019-09-12;VINSI;odgloire drev modificatrices;7,5;ODG
2019-09-13;VINSI;reunion;3,5;ODG
2019-09-16;Aurouze;sepa  et carto;3,5;TMA
2019-09-16;VINSI;correction sur la facturation;4,5;Facturation
2019-09-17;Aurouze;tma journee tuenet;7;TMA Tuenet
2019-09-18;24eme;TM;3,5;interne
2019-09-18;Aurouze;adaptation tuenet;3,5;TMA Tuenet
2019-09-19;ODGRhone;evolution documents et DI et reecriture de type de document;7;DI
2019-09-20;VINSI;correction pouir transmission SAGE et adaptation pdf;6,5;Facturation
2019-09-23;VINSI;match des cooperative sur VINSI et autre;7;ODG
2019-09-24;VINSI;tickets;7;ODG
2019-09-25;VINSI;tickets;5;ODG
2019-09-26;VINSI;tickets;7;ODG
2019-09-27;Aurouze;tma;1;TMA Tuenet
2019-09-27;VINSI;page lots;6;ODG
2019-09-30;VINSI;Fine Tuning;7;ODG
2019-09-30;CIVA;TMA;24,5;TMA
2019-09-30;VINSI;Réunion DRev;3,5;ODG
2019-09-30;VINSI;Dév;17,5;ODG
2019-09-30;VINSI;TMA DRM;3,5;TMA
2019-09-30;VINSI;Fine tuning;7,0;ODG
2019-09-30;DeclarVins;TMA;7,0;TMA
2019-09-30;AVA;TMA;3,5;TMA
2019-09-30;IVBD;TMA;3,5;TMA
2019-09-30;IVSO;TMA;10,5;TMA
2019-09-30;CNIV;TMA;3,5;TMA
2019-09-30;Sancerre;TMA;7,0;TMA
2019-09-30;ODGRhone;TMA;7,0;TMA
2019-09-02;PSA;Export donnees;1;Probono
2019-09-02;DeclarVins;Assistance EDI Prestataire;1;TMA
2019-09-02;IVBD;Assistance / Demandes;1,5;TMA
2019-09-02;24eme;Compta;;
2019-09-03;Sancerre;Corrections Statistiques;2;TMA
2019-09-03;Sancerre;Assistance / Demandes;1,5;TMA
2019-09-03;Aurouze;Assistance / Demandes;1;TMA
2019-09-03;DeclarVins;Assistance / Demandes;3;TMA
2019-09-04;Sancerre;Adaptation XSD XML Negoce;4;TMA
2019-09-04;Sancerre;Corrections Statistiques;3;TMA
2019-09-05;DeclarVins;Adaptation XSD XML Negoce;6;TMA
2019-09-05;Aurouze;Assistance / Demandes;0,5;TMA
2019-09-06;DeclarVins;Adaptation XSD XML Negoce;3;TMA
2019-09-06;DeclarVins;Assistance / Demandes;2,5;TMA
2019-09-06;IVBD;Assistance / Demandes;1,5;TMA
2019-09-09;IVBD;Assistance / Demandes;2;TMA
2019-09-09;Sancerre;Corrections Statistiques;3;TMA
2019-09-09;DeclarVins;Assistance EDI Prestataire;1;TMA
2019-09-09;DeclarVins;Assistance / Demandes;1;TMA
2019-09-10;Sancerre;Assistance / Demandes;1;TMA
2019-09-10;DeclarVins;Evolution Usurpation;2,5;TMA
2019-09-10;DeclarVins;Assistance / Demandes;3,5;TMA
2019-09-11;DeclarVins;Assistance / Demandes;7;TMA
2019-09-12;DeclarVins;Assistance / Demandes;2,5;TMA
2019-09-12;VINSI;Assistance / Demandes;2,5;TMA
2019-09-12;CIVA;Assistance / Demandes;1,5;TMA
2019-09-13;Sancerre;Adaptation XSD XML Negoce;3;TMA
2019-09-13;CIVA;Assistance / Demandes;1;TMA
2019-09-13;DeclarVins;Entetes EDI;2;TMA
2019-09-16;24eme;Malade;;
2019-09-17;DeclarVins;Reunion Avignon;7;Conception
2019-09-18;24eme;Facturation, tactical meeting;;
2019-09-18;DeclarVins;Assistance / Demandes;3,5;TMA
2019-09-19;PSA;Export automatique + acces;3,5;Probono
2019-09-19;CIVA;Mercuriales;0,5;Mercuriales
2019-09-19;DeclarVins;Assistance / Demandes;1;TMA
2019-09-20;24eme;Compta + Dej Apperce;;
2019-09-23;CIVA;Mercuriales;3;Mercuriales
2019-09-23;DeclarVins;Assistance / Demandes;2;TMA
2019-09-24;DeclarVins;Compatibilité PHP7;3,5;TMA
2019-09-24;VINSI;Dev;3,5;ODG
2019-09-25;CIVA;Mercuriales;4;Mercuriales
2019-09-26;CIVA;Mercuriales;6;Mercuriales
2019-09-27;CIVA;Mercuriales;3;Mercuriales
2019-09-27;CIVA;Assistance / Demandes;1;TMA
2019-09-30;DeclarVins;Assistance / Demandes;1;TMA
2019-09-30;VINSI;Fine Tuning;7;ODG
2019-09-30;IVSO;TMA Direction technique;3,5;TMA
2019-09-30;IVBD;TMA Direction technique;3,5;TMA
2019-09-30;CNIV;TMA Direction technique;3,5;TMA
2019-09-30;VINSI;Direction technique;10,5;TMA
2019-09-30;VINSI;Direction technique;17,5;ODG
2019-09-30;ODGRhone;TMA Direction technique;3,5;TMA
2019-09-30;Declarvins;TMA Direction technique;3,5;TMA
2019-09-30;CIVA;Direction technique;7;TMA
2019-09-30;Juricaf;TMA Direction technique;3,5;TMA
2019-09-30;Aurouze;tma journee tuenet;7;Tuenet
2019-09-30;Aurouze;TMA;14,5;Tuenet
